video,frame,GPS_speed,OBD_speed,accX,accY,accZ,gyroX,gyroY,gyroZ,heading_angle,latitude,longitude,pitch,roll,yaw
video_0003,12932,11.973519360000001,7.99843968,-0.09,0.71,0.21,6.31,1.94,7.94,190.48,43.654687,-79.400687667,0.285,6.273,3.43
video_0003,12933,12.76209792,7.99843968,-0.03,0.71,0.38,2.12,1.38,10.5,191.38,43.6546835,-79.400689,0.286,6.273,3.41
video_0003,12934,12.76209792,9.00427968,-0.03,0.71,0.38,2.12,1.38,10.5,191.38,43.6546835,-79.400689,0.286,6.273,3.41
video_0003,12935,12.76209792,10.01011968,-0.03,0.71,0.38,2.12,1.38,10.5,191.38,43.6546835,-79.400689,0.286,6.273,3.41
video_0003,12936,13.808171520000002,10.01011968,0.0,0.81,0.34,-1.31,-0.12,8.75,192.64,43.654680167,-79.400690333,0.287,6.276,3.4
video_0003,12937,13.808171520000002,10.01011968,0.0,0.81,0.34,-1.31,-0.12,8.75,192.64,43.654680167,-79.400690333,0.287,6.276,3.4
video_0003,12938,13.808171520000002,10.01011968,0.0,0.81,0.34,-1.31,-0.12,8.75,192.64,43.654680167,-79.400690333,0.287,6.276,3.4
video_0003,12939,15.6106368,10.01011968,0.03,0.94,0.6,-9.94,5.69,9.06,192.26,43.654675667,-79.4006915,0.291,6.274,3.38
video_0003,12940,15.6106368,10.01011968,0.03,0.94,0.6,-9.94,5.69,9.06,192.26,43.654675667,-79.4006915,0.291,6.274,3.38
video_0003,12941,15.6106368,10.01011968,0.03,0.94,0.6,-9.94,5.69,9.06,192.26,43.654675667,-79.4006915,0.291,6.274,3.38
video_0003,12942,15.46579584,10.01011968,-0.08,0.84,0.54,-5.75,2.75,7.75,191.24,43.654672167,-79.400692167,0.296,6.272,3.36
video_0003,12943,15.46579584,10.01011968,-0.08,0.84,0.54,-5.75,2.75,7.75,191.24,43.654672167,-79.400692167,0.296,6.272,3.36
video_0003,12944,15.46579584,12.00570624,-0.08,0.84,0.54,-5.75,2.75,7.75,191.24,43.654672167,-79.400692167,0.296,6.272,3.36
video_0003,12945,15.35314176,12.00570624,-0.09,0.76,0.42,-6.38,2.56,10.12,189.09,43.654668333,-79.400692333,0.3,6.273,3.34
video_0003,12946,15.35314176,12.00570624,-0.09,0.76,0.42,-6.38,2.56,10.12,189.09,43.654668333,-79.400692333,0.3,6.273,3.34
video_0003,12947,15.35314176,12.00570624,-0.09,0.76,0.42,-6.38,2.56,10.12,189.09,43.654668333,-79.400692333,0.3,6.273,3.34
video_0003,12948,15.35314176,12.00570624,-0.01,0.9,0.53,-9.88,1.38,11.25,183.33,43.654664333,-79.400691167,0.302,6.274,3.32
video_0003,12949,15.35314176,12.00570624,-0.01,0.9,0.53,-9.88,1.38,11.25,183.33,43.654664333,-79.400691167,0.302,6.274,3.32
video_0003,12950,15.35314176,12.00570624,-0.01,0.9,0.53,-9.88,1.38,11.25,183.33,43.654664333,-79.400691167,0.302,6.274,3.32
video_0003,12951,16.15781376,12.00570624,-0.02,0.81,0.22,-6.62,4.0,9.75,181.72,43.65466,-79.400691167,0.297,6.273,3.3
video_0003,12952,16.15781376,12.00570624,-0.02,0.81,0.22,-6.62,4.0,9.75,181.72,43.65466,-79.400691167,0.297,6.273,3.3
video_0003,12953,16.431402240000004,12.00570624,-0.02,0.81,0.22,-6.62,4.0,9.75,179.97,43.6546555,-79.400690667,0.297,6.273,3.3
video_0003,12954,16.431402240000004,12.00570624,0.04,0.77,0.02,3.62,10.69,12.5,179.97,43.6546555,-79.400690667,0.288,6.27,3.28
video_0003,12955,16.696944000000002,12.00570624,0.04,0.77,0.02,3.62,10.69,12.5,178.61,43.6546531665,-79.4006900835,0.288,6.27,3.28
video_0003,12956,16.96248576,12.00570624,0.04,0.77,0.02,3.62,10.69,12.5,177.25,43.654650833,-79.4006895,0.288,6.27,3.28
video_0003,12957,16.96248576,12.00570624,-0.13,0.82,0.35,-4.75,2.38,8.94,177.25,43.654650833,-79.4006895,0.287,6.266,3.26
video_0003,12958,16.96248576,12.00570624,-0.13,0.82,0.35,-4.75,2.38,8.94,177.25,43.654650833,-79.4006895,0.287,6.266,3.26
video_0003,12959,17.60622336,12.00570624,-0.13,0.82,0.35,-4.75,2.38,8.94,174.45,43.654646,-79.400688167,0.287,6.266,3.26
video_0003,12960,17.60622336,14.0012928,-0.1,0.88,0.34,1.69,3.69,10.56,174.45,43.654646,-79.400688167,0.286,6.264,3.24
video_0003,12961,17.60622336,14.0012928,-0.1,0.88,0.34,1.69,3.69,10.56,174.45,43.654646,-79.400688167,0.286,6.264,3.24
video_0003,12962,17.79934464,14.0012928,-0.1,0.88,0.34,1.69,3.69,10.56,174.31,43.654641333,-79.400687833,0.286,6.264,3.24
video_0003,12963,17.79934464,14.0012928,0.06,0.84,0.33,-2.69,4.19,8.06,174.31,43.654641333,-79.400687833,0.284,6.264,3.23
video_0003,12964,17.79934464,14.0012928,0.06,0.84,0.33,-2.69,4.19,8.06,174.31,43.654641333,-79.400687833,0.284,6.264,3.23
video_0003,12965,17.79934464,14.0012928,0.06,0.84,0.33,-2.69,4.19,8.06,175.73,43.654636667,-79.400688,0.284,6.264,3.23
video_0003,12966,17.79934464,14.0012928,-0.01,0.72,0.47,-2.44,3.06,9.69,175.73,43.654636667,-79.400688,0.281,6.264,3.21
video_0003,12967,17.79934464,14.0012928,-0.01,0.72,0.47,-2.44,3.06,9.69,175.73,43.654636667,-79.400688,0.281,6.264,3.21
video_0003,12968,17.8637184,14.0012928,-0.01,0.72,0.47,-2.44,3.06,9.69,177.28,43.654632,-79.400688167,0.281,6.264,3.21
video_0003,12969,17.8637184,14.0012928,0.18,1.1,0.16,0.25,10.81,20.94,177.28,43.654632,-79.400688167,0.279,6.271,3.2
video_0003,12970,17.8637184,14.0012928,0.18,1.1,0.16,0.25,10.81,20.94,177.28,43.654632,-79.400688167,0.279,6.271,3.2
video_0003,12971,17.8637184,14.0012928,0.18,1.1,0.16,0.25,10.81,20.94,177.28,43.654632,-79.400688167,0.279,6.271,3.2
video_0003,12972,17.8637184,14.0012928,0.18,1.1,0.16,0.25,10.81,20.94,177.28,43.654632,-79.400688167,0.279,6.271,3.2
video_0003,12973,17.686690560000002,14.0012928,0.155,0.96,0.375,2.155,6.81,13.595,175.23,43.6546280835,-79.4006863335,0.279,6.27,3.19
video_0003,12974,17.50966272,14.0012928,0.13,0.82,0.59,4.06,2.81,6.25,173.18,43.654624167,-79.4006845,0.279,6.269,3.18
video_0003,12975,17.50966272,14.0012928,0.13,0.82,0.59,4.06,2.81,6.25,173.18,43.654624167,-79.4006845,0.279,6.269,3.18
video_0003,12976,17.171700480000002,14.0012928,0.075,0.89,0.61,-3.72,0.375,4.125,172.775,43.6546223335,-79.4006843335,0.2835,6.2675,3.175
video_0003,12977,16.833738240000002,14.0012928,0.02,0.96,0.63,-11.5,-2.06,2.0,172.37,43.6546205,-79.400684167,0.288,6.266,3.17
video_0003,12978,16.833738240000002,15.99687936,0.02,0.96,0.63,-11.5,-2.06,2.0,172.37,43.6546205,-79.400684167,0.288,6.266,3.17
video_0003,12979,16.833738240000002,15.99687936,-0.03,0.76,0.46,-10.19,1.69,1.31,172.37,43.6546205,-79.400684167,0.292,6.267,3.16
video_0003,12980,15.99687936,15.99687936,-0.03,0.76,0.46,-10.19,1.69,1.31,171.76,43.6546175,-79.400683,0.292,6.267,3.16
video_0003,12981,15.99687936,15.99687936,-0.03,0.76,0.46,-10.19,1.69,1.31,171.76,43.6546175,-79.400683,0.292,6.267,3.16
video_0003,12982,15.99687936,15.99687936,0.19,0.81,0.36,-7.88,-0.56,-0.81,171.76,43.6546175,-79.400683,0.289,6.267,3.16
video_0003,12983,16.51186944,15.99687936,0.19,0.81,0.36,-7.88,-0.56,-0.81,170.99,43.654613167,-79.400681833,0.289,6.267,3.16
video_0003,12984,16.51186944,15.99687936,0.19,0.81,0.36,-7.88,-0.56,-0.81,170.99,43.654613167,-79.400681833,0.289,6.267,3.16
video_0003,12985,16.51186944,15.99687936,-0.09,0.85,0.37,-2.19,-10.19,-5.19,170.99,43.654613167,-79.400681833,0.289,6.269,3.16
video_0003,12986,17.1395136,15.99687936,-0.09,0.85,0.37,-2.19,-10.19,-5.19,170.81,43.654608167,-79.400681,0.289,6.269,3.16
video_0003,12987,17.1395136,15.99687936,0.38,0.84,0.53,0.69,3.12,3.12,170.81,43.654608167,-79.400681,0.291,6.277,3.16
video_0003,12988,17.1395136,15.99687936,0.38,0.84,0.53,0.69,3.12,3.12,170.81,43.654608167,-79.400681,0.291,6.277,3.16
video_0003,12989,17.75106432,15.99687936,0.38,0.84,0.53,0.69,3.12,3.12,171.22,43.654603,-79.4006805,0.291,6.277,3.16
video_0003,12990,17.75106432,15.99687936,0.38,0.84,0.53,0.69,3.12,3.12,171.22,43.654603,-79.4006805,0.291,6.277,3.16
video_0003,12991,17.75106432,15.99687936,-0.24,0.88,0.3,7.5,-14.25,-8.38,171.22,43.654603,-79.4006805,0.289,6.272,3.16
video_0003,12992,18.6683904,15.99687936,-0.24,0.88,0.3,7.5,-14.25,-8.38,169.05,43.654598,-79.400677833,0.289,6.272,3.16
video_0003,12993,18.6683904,15.99687936,-0.14,0.82,0.46,-9.5,-3.75,-4.25,169.05,43.654598,-79.400677833,0.291,6.272,3.17
video_0003,12994,18.6683904,15.99687936,-0.14,0.82,0.46,-9.5,-3.75,-4.25,169.05,43.654598,-79.400677833,0.291,6.272,3.17
video_0003,12995,19.0707264,15.99687936,-0.14,0.82,0.46,-9.5,-3.75,-4.25,167.99,43.654593167,-79.400676,0.291,6.272,3.17
video_0003,12996,19.0707264,15.99687936,0.09,0.88,0.59,-10.31,2.56,1.12,167.99,43.654593167,-79.400676,0.288,6.273,3.17
video_0003,12997,18.45917568,15.99687936,0.09,0.88,0.59,-10.31,2.56,1.12,168.375,43.654591167,-79.4006753335,0.288,6.273,3.17
video_0003,12998,17.84762496,15.99687936,0.09,0.88,0.59,-10.31,2.56,1.12,168.76,43.654589167,-79.400674667,0.288,6.273,3.17
video_0003,12999,17.84762496,15.99687936,0.02,0.84,0.5,-3.75,-1.56,1.0,168.76,43.654589167,-79.400674667,0.289,6.276,3.17
video_0003,13000,17.84762496,18.00855936,0.02,0.84,0.5,-3.75,-1.56,1.0,168.76,43.654589167,-79.400674667,0.289,6.276,3.17
video_0003,13001,18.507456,18.00855936,0.02,0.84,0.5,-3.75,-1.56,1.0,169.075,43.6545865835,-79.4006743335,0.289,6.276,3.17
video_0003,13002,19.16728704,18.00855936,0.02,0.84,0.5,-3.75,-1.56,1.0,169.39,43.654584,-79.400674,0.289,6.276,3.17
video_0003,13003,19.16728704,18.00855936,0.04,0.86,0.34,0.0,-1.06,-0.94,169.39,43.654584,-79.400674,0.29,6.277,3.16
video_0003,13004,18.716670720000003,18.00855936,0.04,0.86,0.34,0.0,-1.06,-0.94,169.11,43.654579833,-79.400672167,0.29,6.277,3.16
video_0003,13005,18.716670720000003,18.00855936,0.05,0.76,0.36,4.5,1.75,0.19,169.11,43.654579833,-79.400672167,0.291,6.277,3.17
video_0003,13006,18.716670720000003,18.00855936,0.05,0.76,0.36,4.5,1.75,0.19,169.11,43.654579833,-79.400672167,0.291,6.277,3.17
video_0003,13007,19.37650176,18.00855936,0.05,0.76,0.36,4.5,1.75,0.19,168.36,43.6545745,-79.400670333,0.291,6.277,3.17
video_0003,13008,19.37650176,18.00855936,-0.1,0.8,0.2,5.94,-2.94,-0.44,168.36,43.6545745,-79.400670333,0.296,6.277,3.17
video_0003,13009,19.37650176,20.00414592,-0.1,0.8,0.2,5.94,-2.94,-0.44,168.36,43.6545745,-79.400670333,0.296,6.277,3.17
video_0003,13010,20.197267200000002,20.00414592,-0.1,0.8,0.2,5.94,-2.94,-0.44,168.33,43.654568667,-79.400669167,0.296,6.277,3.17
video_0003,13011,20.197267200000002,20.00414592,0.03,0.84,0.3,2.56,-2.12,1.88,168.33,43.654568667,-79.400669167,0.293,6.28,3.16
video_0003,13012,20.197267200000002,20.00414592,0.03,0.84,0.3,2.56,-2.12,1.88,168.33,43.654568667,-79.400669167,0.293,6.28,3.16
video_0003,13013,20.197267200000002,20.00414592,0.03,0.84,0.3,2.56,-2.12,1.88,168.33,43.654568667,-79.400669167,0.293,6.28,3.16
video_0003,13014,20.18117376,20.00414592,0.12,0.91,0.35,-2.38,0.31,1.19,168.55,43.654563833,-79.400667833,0.293,0.001,3.16
video_0003,13015,20.09446341517246,20.00414592,0.12,0.91,0.35,-2.38,0.31,1.19,168.679704797048,43.6545606814821,-79.4006669357219,0.293,0.001,3.16
video_0003,13016,20.02023936,20.00414592,0.12,0.91,0.35,-2.38,0.31,1.19,168.74,43.654559167,-79.4006665,0.293,0.001,3.16
video_0003,13017,20.02023936,20.00414592,0.04,0.96,0.29,0.06,1.69,-1.38,168.74,43.654559167,-79.4006665,0.292,0.002,3.17
video_0003,13018,20.17312704,20.00414592,0.04,0.96,0.29,0.06,1.69,-1.38,167.715,43.654556917,-79.40066475,0.292,0.002,3.17
video_0003,13019,20.326014720000003,20.00414592,0.04,0.96,0.29,0.06,1.69,-1.38,166.69,43.654554667,-79.400663,0.292,0.002,3.17
video_0003,13020,20.326014720000003,20.00414592,0.0,0.76,0.27,-0.75,-0.94,-1.62,166.69,43.654554667,-79.400663,0.291,0.002,3.17
video_0003,13021,20.326014720000003,20.00414592,0.0,0.76,0.27,-0.75,-0.94,-1.62,166.69,43.654554667,-79.400663,0.291,0.002,3.17
video_0003,13022,20.326014720000003,20.00414592,0.0,0.76,0.27,-0.75,-0.94,-1.62,166.69,43.654554667,-79.400663,0.291,0.002,3.17
video_0003,13023,20.374295040000003,20.00414592,-0.16,0.87,0.24,-0.44,-6.88,-5.5,165.62,43.654549667,-79.400660833,0.29,0.003,3.17
video_0003,13024,20.3582016,20.00414592,-0.16,0.87,0.24,-0.44,-6.88,-5.5,165.74,43.654546200554,-79.4006600045919,0.29,0.003,3.17
video_0003,13025,20.342108160000002,20.00414592,-0.16,0.87,0.24,-0.44,-6.88,-5.5,165.86,43.6545445,-79.400659667,0.29,0.003,3.17
video_0003,13026,20.342108160000002,20.00414592,0.04,0.95,0.22,-2.38,5.0,-0.62,165.86,43.6545445,-79.400659667,0.29,0.001,3.18
video_0003,13027,21.39622848,20.00414592,0.04,0.95,0.22,-2.38,5.0,-0.62,165.57,43.6545414165,-79.40065825,0.29,0.001,3.18
video_0003,13028,22.4503488,20.00414592,0.04,0.95,0.22,-2.38,5.0,-0.62,165.28,43.654538333,-79.400656833,0.29,0.001,3.18
video_0003,13029,22.4503488,20.00414592,0.05,0.78,0.38,-1.56,1.75,-0.94,165.28,43.654538333,-79.400656833,0.291,0.003,3.18
video_0003,13030,22.4503488,20.00414592,0.05,0.78,0.38,-1.56,1.75,-0.94,165.28,43.654538333,-79.400656833,0.291,0.003,3.18
video_0003,13031,22.4503488,20.00414592,0.05,0.78,0.38,-1.56,1.75,-0.94,165.28,43.654538333,-79.400656833,0.291,0.003,3.18
video_0003,13032,21.838798080000004,20.00414592,0.05,0.78,0.38,-1.56,1.75,-0.94,164.54,43.6545335,-79.400654,0.291,0.003,3.18
video_0003,13033,21.777652791246275,20.00414592,0.055,0.825,0.34,-6.03,0.315,-2.875,164.047993730408,43.6545303479364,-79.4006521942612,0.291,0.002,3.18
video_0003,13034,21.75833088,20.00414592,0.06,0.87,0.3,-10.5,-1.12,-4.81,163.81,43.654528833,-79.400651333,0.291,0.001,3.18
video_0003,13035,21.75833088,20.00414592,0.33,0.84,0.48,-9.62,7.44,1.88,163.81,43.654528833,-79.400651333,0.29,0.001,3.18
video_0003,13036,21.75833088,20.00414592,0.33,0.84,0.48,-9.62,7.44,1.88,163.81,43.654528833,-79.400651333,0.29,0.001,3.18
video_0003,13037,21.75833088,20.00414592,0.33,0.84,0.48,-9.62,7.44,1.88,163.81,43.654528833,-79.400651333,0.29,0.001,3.18
video_0003,13038,21.59739648,20.00414592,-0.13,0.84,0.54,-8.19,-4.44,-2.69,162.94,43.654524167,-79.4006485,0.293,0.0,3.19
video_0003,13039,21.59739648,20.00414592,-0.13,0.84,0.54,-8.19,-4.44,-2.69,162.94,43.654524167,-79.4006485,0.293,0.0,3.19
video_0003,13040,21.59739648,20.00414592,-0.13,0.84,0.54,-8.19,-4.44,-2.69,162.94,43.654524167,-79.4006485,0.293,0.0,3.19
video_0003,13041,21.146780160000002,20.00414592,0.01,0.83,-0.14,8.5,0.0,0.0,162.12,43.65452,-79.400645667,0.292,0.0,3.19
video_0003,13042,21.146780160000002,20.00414592,0.01,0.83,-0.14,8.5,0.0,0.0,162.12,43.65452,-79.400645667,0.292,0.0,3.19
video_0003,13043,21.146780160000002,20.00414592,0.01,0.83,-0.14,8.5,0.0,0.0,162.12,43.65452,-79.400645667,0.292,0.0,3.19
video_0003,13044,20.6800704,20.00414592,0.08,0.82,0.47,2.94,8.5,2.88,161.27,43.654516,-79.4006425,0.296,0.001,3.19
video_0003,13045,20.6800704,20.00414592,0.08,0.82,0.47,2.94,8.5,2.88,161.27,43.654516,-79.4006425,0.296,0.001,3.19
video_0003,13046,20.6800704,20.00414592,0.08,0.82,0.47,2.94,8.5,2.88,161.27,43.654516,-79.4006425,0.296,0.001,3.19
video_0003,13047,21.339901440000002,20.00414592,0.15,0.83,-0.03,7.81,4.19,2.31,160.25,43.654511667,-79.400639333,0.292,0.001,3.19
video_0003,13048,21.339901440000002,20.00414592,0.15,0.83,-0.03,7.81,4.19,2.31,160.25,43.654511667,-79.400639333,0.292,0.001,3.19
video_0003,13049,21.339901440000002,20.00414592,0.15,0.83,-0.03,7.81,4.19,2.31,160.25,43.654511667,-79.400639333,0.292,0.001,3.19
video_0003,13050,20.905378560000003,20.00414592,-0.12,0.96,0.22,-2.19,-4.19,-1.94,158.74,43.654507833,-79.400635333,0.292,0.0,3.19
video_0003,13051,20.905378560000003,20.00414592,-0.12,0.96,0.22,-2.19,-4.19,-1.94,158.74,43.654507833,-79.400635333,0.292,0.0,3.19
video_0003,13052,20.905378560000003,20.00414592,-0.12,0.96,0.22,-2.19,-4.19,-1.94,158.74,43.654507833,-79.400635333,0.292,0.0,3.19
video_0003,13053,20.197267200000002,20.00414592,0.14,0.85,0.2,0.62,0.25,-0.75,157.11,43.654504167,-79.4006315,0.293,0.001,3.19
video_0003,13054,20.197267200000002,20.00414592,0.14,0.85,0.2,0.62,0.25,-0.75,157.11,43.654504167,-79.4006315,0.293,0.001,3.19
video_0003,13055,20.69616384,20.00414592,0.14,0.85,0.2,0.62,0.25,-0.75,155.47,43.654500667,-79.4006275,0.293,0.001,3.19
video_0003,13056,20.69616384,20.00414592,0.06,0.89,0.23,1.31,2.06,0.5,155.47,43.654500667,-79.4006275,0.293,0.0,3.19
video_0003,13057,20.69616384,20.00414592,0.06,0.89,0.23,1.31,2.06,0.5,155.47,43.654500667,-79.4006275,0.293,0.0,3.19
video_0003,13058,20.69616384,20.00414592,0.06,0.89,0.23,1.31,2.06,0.5,155.47,43.654500667,-79.4006275,0.293,0.0,3.19
video_0003,13059,19.440875520000002,20.00414592,0.01,0.84,0.14,2.75,2.25,-1.75,154.51,43.654497667,-79.400624,0.295,6.28,3.19
video_0003,13060,19.440875520000002,20.00414592,0.01,0.84,0.14,2.75,2.25,-1.75,154.51,43.654497667,-79.400624,0.295,6.28,3.19
video_0003,13061,19.440875520000002,18.00855936,0.01,0.84,0.14,2.75,2.25,-1.75,154.51,43.654497667,-79.400624,0.295,6.28,3.19
video_0003,13062,19.440875520000002,18.00855936,0.09,0.94,0.21,3.81,1.62,-1.44,154.51,43.654497667,-79.400624,0.297,6.274,3.19
video_0003,13063,19.361954854550856,18.00855936,0.09,0.94,0.21,3.81,1.62,-1.44,153.775,43.6544967154153,-79.4006221551672,0.297,6.274,3.19
video_0003,13064,19.135100160000004,18.00855936,0.09,0.94,0.21,3.81,1.62,-1.44,153.04,43.6544945,-79.400619833,0.297,6.274,3.19
video_0003,13065,17.960279040000003,18.00855936,-0.25,0.93,0.04,0.06,-1.56,-2.0,155.2,43.654489667,-79.400619167,0.297,6.271,3.19
video_0003,13066,18.7890912,18.00855936,-0.25,0.93,0.04,0.06,-1.56,-2.0,157.393455497382,43.6544857167859,-79.4006188212859,0.297,6.271,3.19
video_0003,13067,19.61790336,18.00855936,-0.25,0.93,0.04,0.06,-1.56,-2.0,158.62,43.654483667,-79.400618667,0.297,6.271,3.19
video_0003,13068,19.61790336,18.00855936,0.1,0.76,0.31,1.44,1.62,-0.06,158.62,43.654483667,-79.400618667,0.297,6.272,3.19
video_0003,13069,19.61790336,18.00855936,0.1,0.76,0.31,1.44,1.62,-0.06,158.62,43.654483667,-79.400618667,0.297,6.272,3.19
video_0003,13070,18.909792000000003,18.00855936,0.1,0.76,0.31,1.44,1.62,-0.06,162.36,43.654478833,-79.400617667,0.297,6.272,3.19
video_0003,13071,18.909792000000003,18.00855936,-0.11,0.95,0.12,0.31,-2.44,0.0,162.36,43.654478833,-79.400617667,0.296,6.272,3.19
video_0003,13072,18.909792000000003,18.00855936,-0.11,0.95,0.12,0.31,-2.44,0.0,162.36,43.654478833,-79.400617667,0.296,6.272,3.19
video_0003,13073,18.877605120000002,18.00855936,-0.11,0.95,0.12,0.31,-2.44,0.0,163.8,43.654474167,-79.400616,0.296,6.272,3.19
video_0003,13074,18.877605120000002,18.00855936,0.1,0.8,0.18,-2.81,5.75,0.0,163.8,43.654474167,-79.400616,0.293,6.272,3.19
video_0003,13075,18.877605120000002,18.00855936,0.1,0.8,0.18,-2.81,5.75,0.0,163.8,43.654474167,-79.400616,0.293,6.272,3.19
video_0003,13076,18.121213440000002,18.00855936,0.1,0.8,0.18,-2.81,5.75,0.0,163.9,43.65447,-79.400614333,0.293,6.272,3.19
video_0003,13077,18.121213440000002,18.00855936,0.02,0.88,0.04,-4.06,5.06,0.19,163.9,43.65447,-79.400614333,0.287,6.265,3.19
video_0003,13078,18.121213440000002,15.99687936,0.02,0.88,0.04,-4.06,5.06,0.19,163.9,43.65447,-79.400614333,0.287,6.265,3.19
video_0003,13079,17.79934464,15.99687936,0.02,0.88,0.04,-4.06,5.06,0.19,164.71,43.654465667,-79.400613167,0.287,6.265,3.19
video_0003,13080,17.79934464,15.99687936,-0.19,1.01,0.11,-2.44,-3.69,-0.44,164.71,43.654465667,-79.400613167,0.279,6.258,3.19
video_0003,13081,17.79934464,15.99687936,-0.19,1.01,0.11,-2.44,-3.69,-0.44,164.71,43.654465667,-79.400613167,0.279,6.258,3.19
video_0003,13082,17.44528896,15.99687936,-0.19,1.01,0.11,-2.44,-3.69,-0.44,166.14,43.6544615,-79.400612,0.279,6.258,3.19
video_0003,13083,17.44528896,15.99687936,-0.01,0.78,0.07,2.56,-3.12,2.56,166.14,43.6544615,-79.400612,0.278,6.262,3.18
video_0003,13084,17.1395136,15.99687936,-0.01,0.78,0.07,2.56,-3.12,2.56,165.815,43.65445975,-79.4006110835,0.278,6.262,3.18
video_0003,13085,16.833738240000002,15.99687936,-0.01,0.78,0.07,2.56,-3.12,2.56,165.49,43.654458,-79.400610167,0.278,6.262,3.18
video_0003,13086,16.833738240000002,15.99687936,-0.01,0.78,0.07,2.56,-3.12,2.56,165.49,43.654458,-79.400610167,0.278,6.262,3.18
video_0003,13087,16.833738240000002,15.99687936,0.11,0.77,0.05,-6.94,-7.81,1.38,165.49,43.654458,-79.400610167,0.279,6.269,3.18
video_0003,13088,16.47968256,15.99687936,0.11,0.77,0.05,-6.94,-7.81,1.38,165.32,43.654454333,-79.400608667,0.279,6.269,3.18
video_0003,13089,16.47968256,14.0012928,0.11,0.77,0.05,-6.94,-7.81,1.38,165.32,43.654454333,-79.400608667,0.279,6.269,3.18
video_0003,13090,16.47968256,14.0012928,0.0,0.98,0.04,-3.31,-3.19,-0.44,165.32,43.654454333,-79.400608667,0.273,6.277,3.18
video_0003,13091,16.47968256,14.0012928,0.0,0.98,0.04,-3.31,-3.19,-0.44,165.32,43.654454333,-79.400608667,0.273,6.277,3.18
video_0003,13092,16.47968256,14.0012928,0.0,0.98,0.04,-3.31,-3.19,-0.44,165.32,43.654454333,-79.400608667,0.273,6.277,3.18
video_0003,13093,15.803758080000001,14.0012928,0.08,0.975,0.01,1.845,0.935,0.31,165.09,43.654451,-79.400607,0.2725,6.277,3.18
video_0003,13094,15.127833600000002,14.0012928,0.16,0.97,-0.02,7.0,5.06,1.06,164.86,43.654447667,-79.400605333,0.272,6.277,3.18
video_0003,13095,15.127833600000002,14.0012928,0.16,0.97,-0.02,7.0,5.06,1.06,164.86,43.654447667,-79.400605333,0.272,6.277,3.18
video_0003,13096,15.127833600000002,14.0012928,-0.04,0.9,0.06,3.81,4.81,-2.75,164.86,43.654447667,-79.400605333,0.277,6.269,3.18
video_0003,13097,14.35534848,14.0012928,-0.04,0.9,0.06,3.81,4.81,-2.75,165.66,43.6544445,-79.400604167,0.277,6.269,3.18
video_0003,13098,14.35534848,14.0012928,-0.04,0.9,0.06,3.81,4.81,-2.75,165.66,43.6544445,-79.400604167,0.277,6.269,3.18
video_0003,13099,14.35534848,14.0012928,-0.14,0.79,0.15,1.88,1.25,-0.06,165.66,43.6544445,-79.400604167,0.281,6.262,3.18
video_0003,13100,14.75768448,14.0012928,-0.14,0.79,0.15,1.88,1.25,-0.06,164.48,43.654441,-79.400602333,0.281,6.262,3.18
video_0003,13101,14.75768448,14.0012928,-0.14,0.79,0.15,1.88,1.25,-0.06,164.48,43.654441,-79.400602333,0.281,6.262,3.18
video_0003,13102,14.250741120000002,14.0012928,-0.085,0.85,0.19,2.035,-1.875,-0.09,162.985,43.65444,-79.400600583,0.282,6.2635,3.18
video_0003,13103,13.74379776,14.0012928,-0.03,0.91,0.23,2.19,-5.0,-0.12,161.49,43.654439,-79.400598833,0.283,6.265,3.18
video_0003,13104,13.74379776,14.0012928,-0.03,0.91,0.23,2.19,-5.0,-0.12,161.49,43.654439,-79.400598833,0.283,6.265,3.18
video_0003,13105,13.38169536,14.0012928,0.015,0.915,0.11,0.655,-3.28,1.69,160.095,43.6544378335,-79.400597333,0.282,6.268,3.18
video_0003,13106,13.01959296,14.0012928,0.06,0.92,-0.01,-0.88,-1.56,3.5,158.7,43.654436667,-79.400595833,0.281,6.271,3.18
video_0003,13107,13.01959296,12.00570624,0.06,0.92,-0.01,-0.88,-1.56,3.5,158.7,43.654436667,-79.400595833,0.281,6.271,3.18
video_0003,13108,13.01959296,12.00570624,0.17,0.86,0.39,1.06,-0.94,-0.06,158.7,43.654436667,-79.400595833,0.286,6.277,3.18
video_0003,13109,13.647237120000002,12.00570624,0.17,0.86,0.39,1.06,-0.94,-0.06,157.77,43.6544315,-79.4005955,0.286,6.277,3.18
video_0003,13110,13.647237120000002,12.00570624,0.17,0.86,0.39,1.06,-0.94,-0.06,157.77,43.6544315,-79.4005955,0.286,6.277,3.18
video_0003,13111,13.25294784,12.00570624,0.08,0.92,0.35,-0.22,0.685,-1.125,157.895,43.65443,-79.4005946665,0.287,6.277,3.18
video_0003,13112,12.858658560000002,12.00570624,-0.01,0.98,0.31,-1.5,2.31,-2.19,158.02,43.6544285,-79.400593833,0.288,6.277,3.18
video_0003,13113,12.858658560000002,12.00570624,0.03,0.9,0.33,0.12,2.38,0.56,158.02,43.6544285,-79.400593833,0.288,6.27,3.18
video_0003,13114,12.90693888,12.00570624,0.03,0.9,0.33,0.12,2.38,0.56,158.545,43.6544270835,-79.400592833,0.288,6.27,3.18
video_0003,13115,12.955219200000002,12.00570624,0.03,0.9,0.33,0.12,2.38,0.56,159.07,43.654425667,-79.400591833,0.288,6.27,3.18
